,Country,Target Year,Target Score,Population lag 3 years,Population lag 2 years,Population lag 1 year,Population Current,Life Ex lag 3 years,Life Ex lag 2 years,Life Ex lag 1 year,Life Ex Current,GDP lag 3 years,GDP lag 2 years,GDP lag 1 year,GDP Current,GDP_cap lag 3 years,GDP_cap lag 2 years,GDP_cap lag 1 year,GDP_cap Current,CO2 lag 3 years,CO2 lag 2 years,CO2 lag 1 year,CO2 Current,Happy lag 3 years,Happy lag 2 years,Happy lag 1 year
379,Kazakhstan,2016,6.00763607025146,17026118.0,17302619.0,17572010.0,17830902.0,66.6,67.8,67.8,68.5,236635000000.0,221416000000.0,184388000000.0,137278000000.0,13890.63096,12807.26069,10510.77189,7714.841844,11839547143.0,12118579241.0,12407161642.0,12695847439.0,5.94999504089355,5.53355169296265,5.88235139846802
380,Kazakhstan,2017,6.27226829528809,17302619.0,17572010.0,17830902.0,18080023.0,67.8,67.8,68.5,69.1,221416000000.0,184388000000.0,137278000000.0,166806000000.0,12807.26069,10510.77189,7714.841844,9247.581331,12118579241.0,12407161642.0,12695847439.0,13003756325.0,5.53355169296265,5.88235139846802,6.00763607025146
381,Kazakhstan,2018,6.16826915740967,17572010.0,17830902.0,18080023.0,18319616.0,67.8,68.5,69.1,69.5,184388000000.0,137278000000.0,166806000000.0,179340000000.0,10510.77189,7714.841844,9247.581331,9812.626371,12407161642.0,12695847439.0,13003756325.0,13321035987.0,5.88235139846802,6.00763607025146,6.27226829528809
382,Kazakhstan,2019,6.15180015563965,17830902.0,18080023.0,18319616.0,18551428.0,68.5,69.1,69.5,69.9,137278000000.0,166806000000.0,179340000000.0,181667000000.0,7714.841844,9247.581331,9812.626371,9812.595808,12695847439.0,13003756325.0,13321035987.0,13616904513.0,6.00763607025146,6.27226829528809,6.16826915740967
383,Kazakhstan,2020,6.23409986495972,18080023.0,18319616.0,18551428.0,18776707.0,69.1,69.5,69.9,72.0,166806000000.0,179340000000.0,181667000000.0,171082000000.0,9247.581331,9812.626371,9812.595808,9121.637138,13003756325.0,13321035987.0,13616904513.0,13908240442.0,6.27226829528809,6.16826915740967,6.15180015563965
384,Kenya,2005,4.57565784454346,,,,36624897.0,,,,51.9,,,,18737897745.0,,,,511.6163943,,,,260780526.0,,,
385,Kenya,2006,4.01527452468872,,,36624897.0,37649039.0,,,51.9,51.9,,,18737897745.0,25825524821.0,,,511.6163943,685.9544229,,,260780526.0,270116187.0,,,4.57565784454346
386,Kenya,2007,4.27043485641479,,36624897.0,37649039.0,38705934.0,,51.9,51.9,52.1,,18737897745.0,25825524821.0,31958195182.0,,511.6163943,685.9544229,825.666555,,260780526.0,270116187.0,279656854.0,,4.57565784454346,4.01527452468872
387,Kenya,2008,4.255859375,36624897.0,37649039.0,38705934.0,39791984.0,51.9,51.9,52.1,52.4,18737897745.0,25825524821.0,31958195182.0,35895153328.0,511.6163943,685.9544229,825.666555,902.0699578,260780526.0,270116187.0,279656854.0,289567899.0,4.57565784454346,4.01527452468872,4.27043485641479
388,Kenya,2009,4.40531015396118,37649039.0,38705934.0,39791984.0,40901798.0,51.9,52.1,52.4,53.0,25825524821.0,31958195182.0,35895153328.0,42347217913.0,685.9544229,825.666555,902.0699578,1035.338787,270116187.0,279656854.0,289567899.0,301534351.0,4.01527452468872,4.27043485641479,4.255859375
389,Kenya,2010,4.54733514785767,38705934.0,39791984.0,40901798.0,42030684.0,52.1,52.4,53.0,54.1,31958195182.0,35895153328.0,42347217913.0,45405587557.0,825.666555,902.0699578,1035.338787,1080.296184,279656854.0,289567899.0,301534351.0,313279143.0,4.27043485641479,4.255859375,4.40531015396118
390,Kenya,2011,3.79538321495056,39791984.0,40901798.0,42030684.0,43178270.0,52.4,53.0,54.1,55.3,35895153328.0,42347217913.0,45405587557.0,46869457318.0,902.0699578,1035.338787,1080.296184,1085.487152,289567899.0,301534351.0,313279143.0,326207316.0,4.255859375,4.40531015396118,4.54733514785767
391,Kenya,2012,4.90457963943481,40901798.0,42030684.0,43178270.0,44343469.0,53.0,54.1,55.3,56.8,42347217913.0,45405587557.0,46869457318.0,56396706006.0,1035.338787,1080.296184,1085.487152,1271.815383,301534351.0,313279143.0,326207316.0,338195324.0,4.40531015396118,4.54733514785767,3.79538321495056
392,Kenya,2013,4.35761785507202,42030684.0,43178270.0,44343469.0,45519986.0,54.1,55.3,56.8,57.9,45405587557.0,46869457318.0,56396706006.0,61671425370.0,1080.296184,1085.487152,1271.815383,1354.820833,313279143.0,326207316.0,338195324.0,350965385.0,4.54733514785767,3.79538321495056,4.90457963943481
393,Kenya,2014,4.39612770080566,43178270.0,44343469.0,45519986.0,46700063.0,55.3,56.8,57.9,59.1,46869457318.0,56396706006.0,61671425370.0,68285768554.0,1085.487152,1271.815383,1354.820833,1462.220052,326207316.0,338195324.0,350965385.0,364738351.0,3.79538321495056,4.90457963943481,4.35761785507202
394,Kenya,2015,4.47565412521362,44343469.0,45519986.0,46700063.0,47878339.0,56.8,57.9,59.1,63.0,56396706006.0,61671425370.0,68285768554.0,70120413329.0,1271.815383,1354.820833,1462.220052,1464.554009,338195324.0,350965385.0,364738351.0,381039585.0,4.90457963943481,4.35761785507202,4.39612770080566
395,Kenya,2016,4.65570259094238,45519986.0,46700063.0,47878339.0,49051531.0,57.9,59.1,63.0,61.2,61671425370.0,68285768554.0,70120413329.0,74815121315.0,1354.820833,1462.220052,1464.554009,1525.235192,350965385.0,364738351.0,381039585.0,398195568.0,4.35761785507202,4.39612770080566,4.47565412521362
396,Kenya,2017,4.61885023117065,46700063.0,47878339.0,49051531.0,50221146.0,59.1,63.0,61.2,62.1,68285768554.0,70120413329.0,74815121315.0,82035800868.0,1462.220052,1464.554009,1525.235192,1633.491216,364738351.0,381039585.0,398195568.0,414517880.0,4.39612770080566,4.47565412521362,4.65570259094238
397,Kenya,2018,4.5465841293335,47878339.0,49051531.0,50221146.0,51392570.0,63.0,61.2,62.1,62.6,70120413329.0,74815121315.0,82035800868.0,92202956321.0,1464.554009,1525.235192,1633.491216,1794.091175,381039585.0,398195568.0,414517880.0,432534376.0,4.47565412521362,4.65570259094238,4.61885023117065
398,Kenya,2019,4.60659980773926,49051531.0,50221146.0,51392570.0,52573967.0,61.2,62.1,62.6,62.9,74815121315.0,82035800868.0,92202956321.0,100380000000.0,1525.235192,1633.491216,1794.091175,1909.304537,398195568.0,414517880.0,432534376.0,450881320.0,4.65570259094238,4.61885023117065,4.5465841293335
399,Kenya,2020,4.54300022125244,50221146.0,51392570.0,52573967.0,53771300.0,62.1,62.6,62.9,63.4,82035800868.0,92202956321.0,100380000000.0,100667000000.0,1633.491216,1794.091175,1909.304537,1872.124026,414517880.0,432534376.0,450881320.0,467027394.0,4.61885023117065,4.5465841293335,4.60659980773926
400,Kosovo,2005,5.10390615463257,,,,1705780.0,,,,68.4,,,,,,,,,,,,5925.164,,,
401,Kosovo,2006,5.52165985107422,,,1705780.0,1719536.0,,,68.4,68.7,,,,,,,,,,,5925.164,62655.51,,,5.10390615463257
402,Kosovo,2007,5.891432762146,,1705780.0,1719536.0,1733404.0,,68.4,68.7,69.2,,,,,,,,,,5925.164,62655.51,82723.37,,5.10390615463257,5.52165985107422
403,Kosovo,2008,5.17660140991211,1705780.0,1719536.0,1733404.0,1747383.0,68.4,68.7,69.2,70.1,,,,5181776769.0,,,,2965.449915,5925.164,62655.51,82723.37,93011.34,5.10390615463257,5.52165985107422,5.891432762146
404,Kosovo,2009,4.85950183868408,1719536.0,1733404.0,1747383.0,1761474.0,68.7,69.2,70.1,70.8,,,5181776769.0,5015894693.0,,,2965.449915,2847.555339,62655.51,82723.37,93011.34,79751.05,5.52165985107422,5.891432762146,5.17660140991211
405,Kosovo,2010,5.63958835601807,1733404.0,1747383.0,1761474.0,1775680.0,69.2,70.1,70.8,72.0,,5181776769.0,5015894693.0,5344014318.0,,2965.449915,2847.555339,3009.559334,82723.37,93011.34,79751.05,81228.35,5.891432762146,5.17660140991211,4.85950183868408
406,Kosovo,2011,6.12575817108154,1747383.0,1761474.0,1775680.0,1790957.0,70.1,70.8,72.0,72.3,5181776769.0,5015894693.0,5344014318.0,6341737194.0,2965.449915,2847.555339,3009.559334,3540.891789,93011.34,79751.05,81228.35,67466.42,5.17660140991211,4.85950183868408,5.63958835601807
407,Kosovo,2012,5.00037527084351,1761474.0,1775680.0,1790957.0,1807106.0,70.8,72.0,72.3,72.7,5015894693.0,5344014318.0,6341737194.0,6163785173.0,2847.555339,3009.559334,3540.891789,3410.85978,79751.05,81228.35,67466.42,100869.5,4.85950183868408,5.63958835601807,6.12575817108154
408,Kosovo,2013,5.07746076583862,1775680.0,1790957.0,1807106.0,1815606.0,72.0,72.3,72.7,73.0,5344014318.0,6341737194.0,6163785173.0,6735731173.0,3009.559334,3540.891789,3410.85978,3704.784221,81228.35,67466.42,100869.5,142814.3,5.63958835601807,6.12575817108154,5.00037527084351
409,Kosovo,2014,5.75941228866577,1790957.0,1807106.0,1815606.0,1820631.0,72.3,72.7,73.0,73.3,6341737194.0,6163785173.0,6735731173.0,7074657898.0,3540.891789,3410.85978,3704.784221,3902.676013,67466.42,100869.5,142814.3,199838.5,6.12575817108154,5.00037527084351,5.07746076583862
410,Kosovo,2015,6.14919996261597,1807106.0,1815606.0,1820631.0,1804944.0,72.7,73.0,73.3,73.6,6163785173.0,6735731173.0,7074657898.0,6295820482.0,3410.85978,3704.784221,3902.676013,3520.766449,100869.5,142814.3,199838.5,221943.4,5.00037527084351,5.07746076583862,5.75941228866577
411,Kosovo,2016,6.39182567596436,1815606.0,1820631.0,1804944.0,1771604.0,73.0,73.3,73.6,74.1,6735731173.0,7074657898.0,6295820482.0,6682832632.0,3704.784221,3902.676013,3520.766449,3759.560246,142814.3,199838.5,221943.4,202971.3,5.07746076583862,5.75941228866577,6.14919996261597
412,Kosovo,2017,6.42514419555664,1820631.0,1804944.0,1771604.0,1783531.0,73.3,73.6,74.1,74.6,7074657898.0,6295820482.0,6682832632.0,7180813376.0,3902.676013,3520.766449,3759.560246,4009.380987,199838.5,221943.4,202971.3,226627.7,5.75941228866577,6.14919996261597,6.39182567596436
413,Kosovo,2018,6.29441404342651,1804944.0,1771604.0,1783531.0,1778100.0,73.6,74.1,74.6,75.0,6295820482.0,6682832632.0,7180813376.0,7878508503.0,3520.766449,3759.560246,4009.380987,4384.048892,221943.4,202971.3,226627.7,188205.7,6.14919996261597,6.39182567596436,6.42514419555664
414,Kosovo,2019,6.37200021743774,1771604.0,1783531.0,1778100.0,1777104.0,74.1,74.6,75.0,75.5,6682832632.0,7180813376.0,7878508503.0,7899879086.0,3759.560246,4009.380987,4384.048892,4416.108358,202971.3,226627.7,188205.7,191623.2,6.39182567596436,6.42514419555664,6.29441404342651
415,Kosovo,2020,6.45510005950928,1783531.0,1778100.0,1777104.0,1766821.0,74.6,75.0,75.5,73.7,7180813376.0,7878508503.0,7899879086.0,7716925356.0,4009.380987,4384.048892,4416.108358,4310.811183,226627.7,188205.7,191623.2,186637.7,6.42514419555664,6.29441404342651,6.37200021743774
416,Kyrgyzstan,2005,4.69776153564453,,,,5075340.0,,,,66.6,,,,2460248026.0,,,,484.7454606,,,,728431710.0,,,
417,Kyrgyzstan,2006,4.73658800125122,,,5075340.0,5124379.0,,,66.6,67.2,,,2460248026.0,2834168889.0,,,484.7454606,553.0755804,,,728431710.0,733850851.0,,,4.69776153564453
418,Kyrgyzstan,2007,5.06905364990234,,5075340.0,5124379.0,5184384.0,,66.6,67.2,66.7,,2460248026.0,2834168889.0,3802566171.0,,484.7454606,553.0755804,733.4653781,,728431710.0,733850851.0,740369794.0,,4.69776153564453,4.73658800125122
419,Kyrgyzstan,2008,4.99641084671021,5075340.0,5124379.0,5184384.0,5254969.0,66.6,67.2,66.7,66.6,2460248026.0,2834168889.0,3802566171.0,5139957785.0,484.7454606,553.0755804,733.4653781,978.1138166,728431710.0,733850851.0,740369794.0,747916777.0,4.69776153564453,4.73658800125122,5.06905364990234
420,Kyrgyzstan,2009,4.92104911804199,5124379.0,5184384.0,5254969.0,5334708.0,67.2,66.7,66.6,67.1,2834168889.0,3802566171.0,5139957785.0,4690062255.0,553.0755804,733.4653781,978.1138166,879.1600693,733850851.0,740369794.0,747916777.0,754653386.0,4.73658800125122,5.06905364990234,4.99641084671021
421,Kyrgyzstan,2010,5.20778560638428,5184384.0,5254969.0,5334708.0,5422298.0,66.7,66.6,67.1,66.9,3802566171.0,5139957785.0,4690062255.0,4794357795.0,733.4653781,978.1138166,879.1600693,884.1929741,740369794.0,747916777.0,754653386.0,760967348.0,5.06905364990234,4.99641084671021,4.92104911804199
422,Kyrgyzstan,2011,5.40242671966553,5254969.0,5334708.0,5422298.0,5517927.0,66.6,67.1,66.9,66.7,5139957785.0,4690062255.0,4794357795.0,6197766119.0,978.1138166,879.1600693,884.1929741,1123.20553,747916777.0,754653386.0,760967348.0,768520852.0,4.99641084671021,4.92104911804199,5.20778560638428
423,Kyrgyzstan,2012,5.25219297409058,5334708.0,5422298.0,5517927.0,5621583.0,67.1,66.9,66.7,67.2,4690062255.0,4794357795.0,6197766119.0,6605139933.0,879.1600693,884.1929741,1123.20553,1174.960849,754653386.0,760967348.0,768520852.0,778519250.0,4.92104911804199,5.20778560638428,5.40242671966553
424,Kyrgyzstan,2013,4.90537595748901,5422298.0,5517927.0,5621583.0,5731312.0,66.9,66.7,67.2,67.6,4794357795.0,6197766119.0,6605139933.0,7335027592.0,884.1929741,1123.20553,1174.960849,1279.816487,760967348.0,768520852.0,778519250.0,788177555.0,5.20778560638428,5.40242671966553,5.25219297409058
425,Kyrgyzstan,2014,4.85653400421143,5517927.0,5621583.0,5731312.0,5844521.0,66.7,67.2,67.6,68.5,6197766119.0,6605139933.0,7335027592.0,7468096567.0,1123.20553,1174.960849,1279.816487,1277.794462,768520852.0,778519250.0,788177555.0,798272973.0,5.40242671966553,5.25219297409058,4.90537595748901
426,Kyrgyzstan,2015,5.62953662872314,5621583.0,5731312.0,5844521.0,5959126.0,67.2,67.6,68.5,68.8,6605139933.0,7335027592.0,7468096567.0,6678178340.0,1174.960849,1279.816487,1277.794462,1120.664061,778519250.0,788177555.0,798272973.0,808551854.0,5.25219297409058,4.90537595748901,4.85653400421143
427,Kyrgyzstan,2016,5.29738330841064,5731312.0,5844521.0,5959126.0,6074327.0,67.6,68.5,68.8,69.4,7335027592.0,7468096567.0,6678178340.0,6813092066.0,1279.816487,1277.794462,1120.664061,1121.620892,788177555.0,798272973.0,808551854.0,818198082.0,4.90537595748901,4.85653400421143,5.62953662872314
428,Kyrgyzstan,2017,5.68522071838379,5844521.0,5959126.0,6074327.0,6189727.0,68.5,68.8,69.4,69.9,7468096567.0,6678178340.0,6813092066.0,7702934800.0,1277.794462,1120.664061,1121.620892,1244.470847,798272973.0,808551854.0,818198082.0,827546156.0,4.85653400421143,5.62953662872314,5.29738330841064
429,Kyrgyzstan,2018,6.24958610534668,5959126.0,6074327.0,6189727.0,6304025.0,68.8,69.4,69.9,77.0,6678178340.0,6813092066.0,7702934800.0,8271106196.0,1120.664061,1121.620892,1244.470847,1312.035754,808551854.0,818198082.0,827546156.0,839243865.0,5.62953662872314,5.29738330841064,5.68522071838379
430,Kyrgyzstan,2019,5.7435998916626,6074327.0,6189727.0,6304025.0,6415851.0,69.4,69.9,77.0,78.0,6813092066.0,7702934800.0,8271106196.0,8871019823.0,1121.620892,1244.470847,1312.035754,1382.672357,818198082.0,827546156.0,839243865.0,850261785.0,5.29738330841064,5.68522071838379,6.24958610534668
431,Kyrgyzstan,2020,5.82849979400635,6189727.0,6304025.0,6415851.0,6524191.0,69.9,77.0,78.0,71.1,7702934800.0,8271106196.0,8871019823.0,7735976613.0,1244.470847,1312.035754,1382.672357,1185.737299,827546156.0,839243865.0,850261785.0,861769602.0,5.68522071838379,6.24958610534668,5.7435998916626
432,Lithuania,2005,5.80828475952148,,,,3344259.0,,,,71.6,,,,26097677572.0,,,,7854.765279,,,,1348638373.0,,,
433,Lithuania,2006,5.55392599105835,,,3344259.0,3303329.0,,,71.6,71.2,,,26097677572.0,30183575104.0,,,7854.765279,9230.707981,,,1348638373.0,1363072452.0,,,5.80828475952148
434,Lithuania,2007,5.46692085266113,,3344259.0,3303329.0,3258984.0,,71.6,71.2,71.4,,26097677572.0,30183575104.0,39697891352.0,,7854.765279,9230.707981,12285.44705,,1348638373.0,1363072452.0,1378896505.0,,5.80828475952148,5.55392599105835
435,Lithuania,2008,5.06582498550415,3344259.0,3303329.0,3258984.0,3212867.0,71.6,71.2,71.4,71.6,26097677572.0,30183575104.0,39697891352.0,47797551588.0,7854.765279,9230.707981,12285.44705,14944.99665,1348638373.0,1363072452.0,1378896505.0,1394099006.0,5.80828475952148,5.55392599105835,5.46692085266113
436,Lithuania,2009,5.43243741989136,3303329.0,3258984.0,3212867.0,3167270.0,71.2,71.4,71.6,71.6,30183575104.0,39697891352.0,47797551588.0,37388122046.0,9230.707981,12285.44705,14944.99665,11820.77616,1363072452.0,1378896505.0,1394099006.0,1407141304.0,5.55392599105835,5.46692085266113,5.06582498550415
437,Lithuania,2010,5.77103710174561,3258984.0,3212867.0,3167270.0,3123825.0,71.4,71.6,71.6,78.0,39697891352.0,47797551588.0,37388122046.0,37128694028.0,12285.44705,14944.99665,11820.77616,11987.50841,1378896505.0,1394099006.0,1407141304.0,1421086393.0,5.46692085266113,5.06582498550415,5.43243741989136
438,Lithuania,2011,5.59568929672241,3212867.0,3167270.0,3123825.0,3083402.0,71.6,71.6,78.0,76.0,47797551588.0,37388122046.0,37128694028.0,43535051482.0,14944.99665,11820.77616,11987.50841,14376.94786,1394099006.0,1407141304.0,1421086393.0,1435379198.0,5.06582498550415,5.43243741989136,5.77103710174561
439,Lithuania,2012,6.12572383880615,3167270.0,3123825.0,3083402.0,3045561.0,71.6,78.0,76.0,72.0,37388122046.0,37128694028.0,43535051482.0,42927454291.0,11820.77616,11987.50841,14376.94786,14367.70942,1407141304.0,1421086393.0,1435379198.0,1449724496.0,5.43243741989136,5.77103710174561,5.59568929672241
440,Lithuania,2013,5.71137809753418,3123825.0,3083402.0,3045561.0,3008938.0,78.0,76.0,72.0,71.1,37128694028.0,43535051482.0,42927454291.0,46523420074.0,11987.50841,14376.94786,14367.70942,15729.65247,1421086393.0,1435379198.0,1449724496.0,1463079340.0,5.77103710174561,5.59568929672241,6.12572383880615
441,Lithuania,2014,5.86555242538452,3083402.0,3045561.0,3008938.0,2971498.0,76.0,72.0,71.1,72.2,43535051482.0,42927454291.0,46523420074.0,48533659592.0,14376.94786,14367.70942,15729.65247,16551.0182,1435379198.0,1449724496.0,1463079340.0,1476186031.0,5.59568929672241,6.12572383880615,5.71137809753418
442,Lithuania,2015,6.27294063568115,3045561.0,3008938.0,2971498.0,2931872.0,72.0,71.1,72.2,72.4,42927454291.0,46523420074.0,48533659592.0,41435533340.0,14367.70942,15729.65247,16551.0182,14263.96458,1449724496.0,1463079340.0,1476186031.0,1489505521.0,6.12572383880615,5.71137809753418,5.86555242538452
443,Lithuania,2016,6.30887889862061,3008938.0,2971498.0,2931872.0,2889555.0,71.1,72.2,72.4,72.8,46523420074.0,48533659592.0,41435533340.0,43047309306.0,15729.65247,16551.0182,14263.96458,15008.31324,1463079340.0,1476186031.0,1489505521.0,1502856623.0,5.71137809753418,5.86555242538452,6.27294063568115
444,Lithuania,2017,6.06409788131714,2971498.0,2931872.0,2889555.0,2845419.0,72.2,72.4,72.8,73.0,48533659592.0,41435533340.0,43047309306.0,47758736932.0,16551.0182,14263.96458,15008.31324,16885.40739,1476186031.0,1489505521.0,1502856623.0,1516428455.0,5.86555242538452,6.27294063568115,6.30887889862061
445,Lithuania,2018,6.39137887954712,2931872.0,2889555.0,2845419.0,2801270.0,72.4,72.8,73.0,73.0,41435533340.0,43047309306.0,47758736932.0,53750911866.0,14263.96458,15008.31324,16885.40739,19186.18128,1489505521.0,1502856623.0,1516428455.0,1530124683.0,6.27294063568115,6.30887889862061,6.06409788131714
446,Lithuania,2019,6.25540018081665,2889555.0,2845419.0,2801270.0,2759631.0,72.8,73.0,73.0,73.4,43047309306.0,47758736932.0,53750911866.0,54697379017.0,15008.31324,16885.40739,19186.18128,19575.76848,1502856623.0,1516428455.0,1530124683.0,1544047778.0,6.30887889862061,6.06409788131714,6.39137887954712
447,Lithuania,2020,6.4456000328064,2845419.0,2801270.0,2759631.0,2722291.0,73.0,73.0,73.4,73.6,47758736932.0,53750911866.0,54697379017.0,56546957475.0,16885.40739,19186.18128,19575.76848,20232.30204,1516428455.0,1530124683.0,1544047778.0,1557847258.0,6.06409788131714,6.39137887954712,6.25540018081665
448,Mexico,2005,6.52537822723389,,,,106005199.0,,,,74.8,,,,877476000000.0,,,,8277.671564,,,,13061855319.0,,,
449,Mexico,2006,6.82903623580933,,,106005199.0,107560155.0,,,74.8,75.0,,,877476000000.0,975387000000.0,,,8277.671564,9068.294218,,,13061855319.0,13538420535.0,,,6.52537822723389
450,Mexico,2007,6.96281909942627,,106005199.0,107560155.0,109170503.0,,74.8,75.0,75.0,,877476000000.0,975387000000.0,1052700000000.0,,8277.671564,9068.294218,9642.680517,,13061855319.0,13538420535.0,14018207347.0,,6.52537822723389,6.82903623580933
451,Mexico,2008,6.8023886680603,106005199.0,107560155.0,109170503.0,110815272.0,74.8,75.0,75.0,75.0,877476000000.0,975387000000.0,1052700000000.0,1109990000000.0,8277.671564,9068.294218,9642.680517,10016.57121,13061855319.0,13538420535.0,14018207347.0,14511187017.0,6.52537822723389,6.82903623580933,6.96281909942627
452,Mexico,2009,6.90951538085938,107560155.0,109170503.0,110815272.0,112463886.0,75.0,75.0,75.0,75.4,975387000000.0,1052700000000.0,1109990000000.0,900045000000.0,9068.294218,9642.680517,10016.57121,8002.972178,13538420535.0,14018207347.0,14511187017.0,14987090071.0,6.82903623580933,6.96281909942627,6.8023886680603
453,Mexico,2010,7.32018518447876,109170503.0,110815272.0,112463886.0,114092961.0,75.0,75.0,75.4,75.3,1052700000000.0,1109990000000.0,900045000000.0,1057800000000.0,9642.680517,10016.57121,8002.972178,9271.398396,14018207347.0,14511187017.0,14987090071.0,15450872585.0,6.96281909942627,6.8023886680603,6.90951538085938
454,Mexico,2011,7.44254636764526,110815272.0,112463886.0,114092961.0,115695468.0,75.0,75.4,75.3,75.8,1109990000000.0,900045000000.0,1057800000000.0,1180490000000.0,10016.57121,8002.972178,9271.398396,10203.4213,14511187017.0,14987090071.0,15450872585.0,15935037426.0,6.8023886680603,6.90951538085938,7.32018518447876
455,Mexico,2012,6.67983102798462,112463886.0,114092961.0,115695468.0,117274156.0,75.4,75.3,75.8,76.0,900045000000.0,1057800000000.0,1180490000000.0,1201090000000.0,8002.972178,9271.398396,10203.4213,10241.72783,14987090071.0,15450872585.0,15935037426.0,16431337006.0,6.90951538085938,7.32018518447876,7.44254636764526
456,Mexico,2013,6.23628711700439,114092961.0,115695468.0,117274156.0,118827158.0,75.3,75.8,76.0,75.6,1057800000000.0,1180490000000.0,1201090000000.0,1274440000000.0,9271.398396,10203.4213,10241.72783,10725.18359,15450872585.0,15935037426.0,16431337006.0,16921466676.0,7.32018518447876,7.44254636764526,6.67983102798462
457,Mexico,2014,6.82417297363281,115695468.0,117274156.0,118827158.0,120355137.0,75.8,76.0,75.6,75.7,1180490000000.0,1201090000000.0,1274440000000.0,1315350000000.0,10203.4213,10241.72783,10725.18359,10928.91601,15935037426.0,16431337006.0,16921466676.0,17402595462.0,7.44254636764526,6.67983102798462,6.23628711700439
458,Mexico,2015,6.41029930114746,117274156.0,118827158.0,120355137.0,121858251.0,76.0,75.6,75.7,75.6,1201090000000.0,1274440000000.0,1315350000000.0,1171870000000.0,10241.72783,10725.18359,10928.91601,9616.645558,16431337006.0,16921466676.0,17402595462.0,17884570053.0,6.67983102798462,6.23628711700439,6.82417297363281
459,Mexico,2016,6.54957866668701,118827158.0,120355137.0,121858251.0,123333379.0,75.6,75.7,75.6,76.1,1274440000000.0,1315350000000.0,1171870000000.0,1078490000000.0,10725.18359,10928.91601,9616.645558,8744.515559,16921466676.0,17402595462.0,17884570053.0,18367368105.0,6.23628711700439,6.82417297363281,6.41029930114746
460,Mexico,2017,6.43194532394409,120355137.0,121858251.0,123333379.0,124777326.0,75.7,75.6,76.1,76.3,1315350000000.0,1171870000000.0,1078490000000.0,1158910000000.0,10928.91601,9616.645558,8744.515559,9287.849587,17402595462.0,17884570053.0,18367368105.0,18827217256.0,6.82417297363281,6.41029930114746,6.54957866668701
461,Mexico,2018,5.96422100067139,121858251.0,123333379.0,124777326.0,126190782.0,75.6,76.1,76.3,76.6,1171870000000.0,1078490000000.0,1158910000000.0,1222410000000.0,9616.645558,8744.515559,9287.849587,9686.984927,17884570053.0,18367368105.0,18827217256.0,19282525157.0,6.41029930114746,6.54957866668701,6.43194532394409
462,Mexico,2019,6.31680011749268,123333379.0,124777326.0,126190782.0,127575529.0,76.1,76.3,76.6,76.6,1078490000000.0,1158910000000.0,1222410000000.0,1269400000000.0,8744.515559,9287.849587,9686.984927,9950.217622,18367368105.0,18827217256.0,19282525157.0,19718037545.0,6.54957866668701,6.43194532394409,5.96422100067139
463,Mexico,2020,6.12760019302368,124777326.0,126190782.0,127575529.0,128932753.0,76.3,76.6,76.6,76.7,1158910000000.0,1222410000000.0,1269400000000.0,1087120000000.0,9287.849587,9686.984927,9950.217622,8431.665017,18827217256.0,19282525157.0,19718037545.0,20075005664.0,6.43194532394409,5.96422100067139,6.31680011749268
464,Moldova,2005,4.77491807937622,,,,4159296.0,,,,67.82,,,,2988348836.0,,,,1034.707058,,,,1304639013.0,,,
465,Moldova,2006,5.50275611877441,,,4159296.0,4146264.0,,,67.82,68.022,,,2988348836.0,3408244549.0,,,1034.707058,1183.379211,,,1304639013.0,1309668760.0,,,4.77491807937622
466,Moldova,2007,5.55437421798706,,4159296.0,4146264.0,4130129.0,,67.82,68.022,68.302,,2988348836.0,3408244549.0,4401189466.0,,1034.707058,1183.379211,1531.685476,,1304639013.0,1309668760.0,1314647314.0,,4.77491807937622,5.50275611877441
467,Moldova,2008,5.5897364616394,4159296.0,4146264.0,4130129.0,4112886.0,67.82,68.022,68.302,68.671,2988348836.0,3408244549.0,4401189466.0,6054849885.0,1034.707058,1183.379211,1531.685476,2111.201495,1304639013.0,1309668760.0,1314647314.0,1319837694.0,4.77491807937622,5.50275611877441,5.55437421798706
468,Moldova,2009,5.7922625541687,4146264.0,4130129.0,4112886.0,4097515.0,68.022,68.302,68.671,69.119,3408244549.0,4401189466.0,6054849885.0,5439422031.0,1183.379211,1531.685476,2111.201495,1899.010117,1309668760.0,1314647314.0,1319837694.0,1324377206.0,5.50275611877441,5.55437421798706,5.5897364616394
469,Moldova,2010,5.9957127571106,4130129.0,4112886.0,4097515.0,4086090.0,68.302,68.671,69.119,69.616,4401189466.0,6054849885.0,5439422031.0,6974982393.0,1531.685476,2111.201495,1899.010117,2437.537683,1314647314.0,1319837694.0,1324377206.0,1329208111.0,5.55437421798706,5.5897364616394,5.7922625541687
470,Moldova,2011,5.75605916976929,4112886.0,4097515.0,4086090.0,4079167.0,68.671,69.119,69.616,70.119,6054849885.0,5439422031.0,6974982393.0,8414351672.0,2111.201495,1899.010117,2437.537683,2942.252807,1319837694.0,1324377206.0,1329208111.0,1334153085.0,5.5897364616394,5.7922625541687,5.9957127571106
471,Moldova,2012,5.91705846786499,4097515.0,4086090.0,4079167.0,4075804.0,69.119,69.616,70.119,70.581,5439422031.0,6974982393.0,8414351672.0,8709138765.0,1899.010117,2437.537683,2942.252807,3045.730612,1324377206.0,1329208111.0,1334153085.0,1338918767.0,5.7922625541687,5.9957127571106,5.75605916976929
